,title,release_year,locations,Input Name,Best Guess,Unnamed: 0,index,eas_baseid,address,address_number,street_name,street_type,zip_code,cnn,longitude,latitude,point,supdist,supdistpad,numbertext,nhood,data_as_of,data_loaded_at,address_number_suffix,complete_landmark_name,release_decade
1475,Looking,2014,treasure island,treasure island,39 treasure island rd,149268.0,4268.0,505515.0,39 treasure island rd,39.0,treasure island,rd,94130.0,14305000.0,-122.37092258,37.81721955,"{'type': 'Point', 'coordinates': [-122.370922579, 37.817219555]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Treasure Island,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,2010
1476,Venom,2018,"huntington park, pine/kearny, bush/hyde","huntington park, pine/kearny, bush/hyde",1 huntington dr,74266.0,4266.0,419841.0,1 huntington dr,1.0,huntington,dr,94132.0,7098000.0,-122.49533526,37.7308734,"{'type': 'Point', 'coordinates': [-122.495335258, 37.730873401]}",SUPERVISORIAL DISTRICT 4,4.0,FOUR,Sunset/Parkside,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1477,Knife Fight,2013,california & hyde streets,california & hyde streets,2863 d california st,117568.0,2568.0,474254.0,2863 d california st,2863.0,california,st,94115.0,3562000.0,-122.44153603,37.78776359,"{'type': 'Point', 'coordinates': [-122.441536033, 37.787763593]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Pacific Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,D,,2010
1478,Chance- Season 1 ep104,2016,15th st. between vermont and kansas,15th st. between vermont and kansas,1501 a vermont st,40831.0,831.0,470985.0,1501 a vermont st,1501.0,vermont,st,94107.0,12995000.0,-122.40267401,37.750275,"{'type': 'Point', 'coordinates': [-122.402674011, 37.750275003]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Bayview Hunters Point,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1479,The Presidio,1988,civic center plaza,civic center plaza,2 plaza st,121690.0,1690.0,347719.0,2 plaza st,2.0,plaza,st,94116.0,10508000.0,-122.46000162,37.749017,"{'type': 'Point', 'coordinates': [-122.460001623, 37.749016998]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,1980
1480,"Smile Again, Jenny Lee",2015,clay st. at sansome,clay st. at sansome,1 sansome st,74467.0,4467.0,281190.0,1 sansome st,1.0,sansome,st,94104.0,11542000.0,-122.40094044,37.79048516,"{'type': 'Point', 'coordinates': [-122.400940441, 37.790485159]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1481,House of Sand and Fog,2003,Empty,Empty,Empty,,,,,,,,,,,,,,,,nan,,,,,2000
1482,Venom,2018,montgomery st and vallejo st,montgomery st and vallejo st,1 montgomery st,74375.0,4375.0,281209.0,1 montgomery st,1.0,montgomery,st,94104.0,9297000.0,-122.4024186,37.78924955,"{'type': 'Point', 'coordinates': [-122.402418596, 37.789249549]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1483,Star Trek IV: The Voyage Home,1986,golden gate bridge,golden gate bridge,35 golden gate ave,139814.0,4814.0,504218.0,35 golden gate ave,35.0,golden gate,ave,94102.0,6259000.0,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,1980
1484,Etruscan Smile,2017,turk street between mason & leavenworth,turk street between mason & leavenworth,921 e leavenworth st,219104.0,4104.0,458681.0,921 e leavenworth st,921.0,leavenworth,st,94109.0,8247000.0,-122.41570126,37.78960774,"{'type': 'Point', 'coordinates': [-122.415701254, 37.789607746]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,E,,2010
1485,Super Pumped: The Battle for Uber,2022,sf city hall carlton b. goodlett place street steps,sf city hall carlton b. goodlett place street steps,61 a carl st,186439.0,1439.0,491687.0,61 a carl st,61.0,carl,st,94117.0,3694000.0,-122.4491332,37.76564252,"{'type': 'Point', 'coordinates': [-122.449133198, 37.765642516]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Haight Ashbury,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2020
1486,Looking,2014,starbucks at 333 o'farrell st.,starbucks at 333 o'farrell st.,Empty,,,,,,,,,,,,,,,,nan,,,,,2010
1487,Crackers,1984,la rondalla (valencia and 20th streets),la rondalla (valencia and 20th streets),990 a valencia st,223208.0,3208.0,474035.0,990 a valencia st,990.0,valencia,st,94110.0,13068000.0,-122.42147729,37.75715853,"{'type': 'Point', 'coordinates': [-122.421477285, 37.757158533]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Mission,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1980
1488,Summertime,2015,duboce park,duboce park,11 duboce ave,13431.0,3431.0,497667.0,11 duboce ave,11.0,duboce,ave,94103.0,4979000.0,-122.42028292,37.76982502,"{'type': 'Point', 'coordinates': [-122.420282921, 37.769825022]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Mission,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,,,2010
1489,On the Road,2012,bay bridge,bay bridge,55 ridge ln,178785.0,3785.0,413406.0,55 ridge ln,55.0,ridge,ln,94112.0,11020000.0,-122.44953724,37.71795646,"{'type': 'Point', 'coordinates': [-122.449537243, 37.717956463]}",SUPERVISORIAL DISTRICT 11,11.0,ELEVEN,Oceanview/Merced/Ingleside,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1490,The Conversation,1974,"westin st. francis hotel (335 powell street, union square)","westin st. francis hotel (335 powell street, union square)",2033 a powell st,76636.0,1636.0,477458.0,2033 a powell st,2033.0,powell,st,94133.0,10700000.0,-122.41175848,37.80338618,"{'type': 'Point', 'coordinates': [-122.411758477, 37.803386178]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1970
1491,The Last Black Man in San Francisco,2019,shotwell st btwn 20th and 21st st,shotwell st btwn 20th and 21st st,522 a shotwell st,172369.0,2369.0,465162.0,522 a shotwell st,522.0,shotwell,st,94110.0,11837000.0,-122.41618896,37.76002289,"{'type': 'Point', 'coordinates': [-122.416188955, 37.76002289]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Mission,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1492,Shang-Chi and the Legend of the Ten Rings,2021,larkin between beach and bay,larkin between beach and bay,1529 a beach st,43252.0,3252.0,282555.0,1529 a beach st,1529.0,beach,st,94123.0,2849000.0,-122.43425249,37.80461196,"{'type': 'Point', 'coordinates': [-122.434252487, 37.804611965]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Marina,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,A,,2020
1493,"Murder in the First, Season 2",2015,sue bierman park,sue bierman park,131 a park st,24453.0,4453.0,483105.0,131 a park st,131.0,park,st,94110.0,10262000.0,-122.42279094,37.7369627,"{'type': 'Point', 'coordinates': [-122.422790942, 37.736962702]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Bernal Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1494,So I Married an Axe Murderer,1993,"1462 grant avenue, at union street","1462 grant avenue, at union street",1462 grant ave,37849.0,2849.0,446829.0,1462 grant ave,1462.0,grant,ave,94133.0,6404000.0,-122.40731796,37.80047973,"{'type': 'Point', 'coordinates': [-122.407317958, 37.800479729]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1990
1495,The Phone/Jexi,2019,transbay terminal - fremont at minna,transbay terminal - fremont at minna,28 fremont st,118413.0,3413.0,489109.0,28 fremont st,28.0,fremont,st,94105.0,5860000.0,-122.39767193,37.79100174,"{'type': 'Point', 'coordinates': [-122.397671932, 37.791001737]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1496,Chance- Season 1 ep110,2016,1 urbano,1 urbano,1 urbano dr,74544.0,4544.0,408640.0,1 urbano dr,1.0,urbano,dr,94127.0,13021000.0,-122.46352362,37.72440368,"{'type': 'Point', 'coordinates': [-122.463523622, 37.724403679]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1497,Nine Months,1995,pierce street between pacific & green streets,pierce street between pacific & green streets,427 a pierce st,155695.0,695.0,503626.0,427 a pierce st,427.0,pierce,st,94117.0,10421000.0,-122.43449981,37.7741558,"{'type': 'Point', 'coordinates': [-122.434499807, 37.7741558]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Hayes Valley,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,,1990
1498,Summertime,2015,20th st and church (3885 20th st),20th st and church (3885 20th st),1003 a church st,276.0,276.0,441366.0,1003 a church st,1003.0,church,st,94114.0,4024000.0,-122.42744769,37.75478533,"{'type': 'Point', 'coordinates': [-122.427447684, 37.754785326]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Noe Valley,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1499,"Yours, Mine and Ours",1968,Empty,Empty,Empty,,,,,,,,,,,,,,,,nan,,,,,1960
1500,The OA Part II,2019,16th avenue steps,16th avenue steps,1 16th ave,11788.0,1788.0,300717.0,1 16th ave,1.0,16th,ave,94118.0,669000.0,-122.47588724,37.78678363,"{'type': 'Point', 'coordinates': [-122.475887238, 37.786783631]}",SUPERVISORIAL DISTRICT 1,1.0,ONE,Seacliff,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1501,Looking Season 2 ep 210,2015,mission street @ 22nd street,mission street @ 22nd street,1022 mission st,1971.0,1971.0,433141.0,1022 mission st,1022.0,mission,st,94103.0,9100000.0,-122.40945227,37.78070398,"{'type': 'Point', 'coordinates': [-122.40945227, 37.780703979]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,South of Market,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1502,Venom: Let There Be Carnage,2021,mariposa and deharo,mariposa and deharo,455 mariposa st,161791.0,1791.0,367008.0,455 mariposa st,455.0,mariposa,st,94107.0,8712000.0,-122.38836266,37.76421074,"{'type': 'Point', 'coordinates': [-122.388362662, 37.76421074]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Potrero Hill,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2020
1503,The Phone/Jexi,2019,california btwn taylor and drumm - cable car line,california btwn taylor and drumm - cable car line,1373 a california st,29893.0,4893.0,424246.0,1373 a california st,1373.0,california,st,94109.0,3546000.0,-122.41679143,37.79074643,"{'type': 'Point', 'coordinates': [-122.416791433, 37.790746429]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,,2010
1504,The Matrix Resurrections,2021,"house of nanking, 919 kearny","house of nanking, 919 kearny",919 kearny st,218860.0,3860.0,451835.0,919 kearny st,919.0,kearny,st,94133.0,7761000.0,-122.40538391,37.7964388,"{'type': 'Point', 'coordinates': [-122.40538391, 37.796438797]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2020
1505,Petulia,1968,"fort point (presidio, golden gate national recreation area)","fort point (presidio, golden gate national recreation area)",1521 b golden gate ave,42689.0,2689.0,472328.0,1521 b golden gate ave,1521.0,golden gate,ave,94115.0,6273000.0,-122.43627915,37.77885305,"{'type': 'Point', 'coordinates': [-122.436279145, 37.778853053]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Western Addition,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,,1960
1506,Dream for an Insomniac,1996,baker beach,baker beach,1709 baker ct,56585.0,1585.0,486621.0,1709 baker ct,1709.0,baker,ct,94129.0,19019000.0,-122.48020609,37.79050384,"{'type': 'Point', 'coordinates': [-122.480206089, 37.790503841]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Presidio,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1990
1507,DEVS,2020,judah at 20th ave,judah at 20th ave,209 a 20th ave,79394.0,4394.0,470074.0,209 a 20th ave,209.0,20th,ave,94121.0,999000.0,-122.47984662,37.78376926,"{'type': 'Point', 'coordinates': [-122.479846615, 37.783769259]}",SUPERVISORIAL DISTRICT 1,1.0,ONE,Outer Richmond,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2020
1508,Looking Season 2 ep 205,2015,160 church street,160 church street,160 church st,49595.0,4595.0,358511.0,160 church st,160.0,church,st,94114.0,4008000.0,-122.42938754,37.76827407,"{'type': 'Point', 'coordinates': [-122.429387539, 37.768274069]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Castro/Upper Market,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1509,"Play it Again, Sam",1972,surf theater (4520 irving street),surf theater (4520 irving street),4520 irving st,161199.0,1199.0,472404.0,4520 irving st,4520.0,irving,st,94122.0,7324000.0,-122.50652585,37.7625119,"{'type': 'Point', 'coordinates': [-122.506525852, 37.762511898]}",SUPERVISORIAL DISTRICT 4,4.0,FOUR,Sunset/Parkside,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1970
1510,Nash Bridges,2021,jeremiah o'brien ship at pier 35,jeremiah o'brien ship at pier 35,Empty,,,,,,,,,,,,,,,,nan,,,,,2020
1511,The Last Black Man in San Francisco,2019,castro and market,castro and market,1 castro st,74122.0,4122.0,484198.0,1 castro st,1.0,castro,st,94117.0,3781101.0,-122.43650548,37.7702463,"{'type': 'Point', 'coordinates': [-122.436505483, 37.770246301]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Haight Ashbury,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1512,Sweet November,2001,citicorp center (1 sansome street at sutter),citicorp center (1 sansome street at sutter),2130 a sutter st,81816.0,1816.0,463655.0,2130 a sutter st,2130.0,sutter,st,94115.0,12340000.0,-122.4354882,37.78595424,"{'type': 'Point', 'coordinates': [-122.435488203, 37.785954239]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Pacific Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2000
1513,Experiment in Terror,1962,100 st. germain avenue,100 st. germain avenue,110 main st,7492.0,2492.0,490014.0,110 main st,110.0,main,st,94105.0,8628000.0,-122.3943594,37.79108376,"{'type': 'Point', 'coordinates': [-122.394359403, 37.791083762]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1960
1514,Surface,2022,ina coolbrith park (1700 taylor street),ina coolbrith park (1700 taylor street),700 e taylor st,196627.0,1627.0,458731.0,700 e taylor st,700.0,taylor,st,94108.0,12437000.0,-122.41178058,37.78904365,"{'type': 'Point', 'coordinates': [-122.41178058, 37.789043647]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,E,,2020
1515,"Looking ""Special""",2016,bernal heights neighborhood,bernal heights neighborhood,10 bernal heights blvd,6439.0,1439.0,456072.0,10 bernal heights blvd,10.0,bernal heights,blvd,94110.0,2941000.0,-122.41516146,37.74306147,"{'type': 'Point', 'coordinates': [-122.415161463, 37.743061471]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Bernal Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1516,Twisted,2004,pier 39,pier 39,Empty,,,,,,,,,,,,,,,,nan,,,,,2000
1517,The Pursuit of Happyness,2006,glen park subway station,glen park subway station,24 park st,101887.0,1887.0,405337.0,24 park st,24.0,park,st,94110.0,10260000.0,-122.42565369,37.73651776,"{'type': 'Point', 'coordinates': [-122.425653685, 37.736517765]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Bernal Heights,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2000
1518,"Murder in the First, Season 1",2014,palace of fine arts (3301 lyon street),palace of fine arts (3301 lyon street),3301 lyon st,131399.0,1399.0,454272.0,3301 lyon st,3301.0,lyon,st,94123.0,8584000.0,-122.44829559,37.80188372,"{'type': 'Point', 'coordinates': [-122.448295586, 37.801883717]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Marina,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1519,180,2011,200 block market street,200 block market street,2200 b market st,85590.0,590.0,486211.0,2200 b market st,2200.0,market,st,94114.0,8766201.0,-122.43135917,37.76584073,"{'type': 'Point', 'coordinates': [-122.431359169, 37.765840729]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Castro/Upper Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,,2010
1520,The Game,1997,harrison street (the embarcadero),harrison street (the embarcadero),0 the embarcadero,21.0,21.0,481023.0,0 the embarcadero,0.0,embarcadero,,94105.0,12549201.0,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1990
1521,DEVS,2020,clarion alley,clarion alley,11 clarion aly,13402.0,3402.0,275006.0,11 clarion aly,11.0,clarion,aly,94110.0,4077000.0,-122.41975254,37.76298356,"{'type': 'Point', 'coordinates': [-122.419752543, 37.762983564]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Mission,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2020
1522,The Dead Pool,1988,"eber electronics (2355 market street, castro)","eber electronics (2355 market street, castro)",2235 a market st,87678.0,2678.0,484250.0,2235 a market st,2235.0,market,st,94114.0,8766101.0,-122.43141199,37.76508539,"{'type': 'Point', 'coordinates': [-122.431411986, 37.76508539]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Castro/Upper Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1980
1523,Ant-Man and the Wasp,2018,leavenworth st at lombard st,leavenworth st at lombard st,40 leavenworth st,151641.0,1641.0,446910.0,40 leavenworth st,40.0,leavenworth,st,94102.0,8237000.0,-122.41339705,37.78052657,"{'type': 'Point', 'coordinates': [-122.413397046, 37.780526567]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1524,Milk,2008,chinatown,chinatown,1 ina ct,74271.0,4271.0,388980.0,1 ina ct,1.0,ina,ct,94112.0,7182000.0,-122.42432421,37.72377167,"{'type': 'Point', 'coordinates': [-122.424324209, 37.72377167]}",SUPERVISORIAL DISTRICT 11,11.0,ELEVEN,Excelsior,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2000
1525,Ant-Man and the Wasp: Quantumania,2023,post between leavenworth and montgomery,post between leavenworth and montgomery,921 e leavenworth st,219104.0,4104.0,458681.0,921 e leavenworth st,921.0,leavenworth,st,94109.0,8247000.0,-122.41570126,37.78960774,"{'type': 'Point', 'coordinates': [-122.415701254, 37.789607746]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,E,,2020
1526,The Phone/Jexi,2019,elixir - 3200 16th st,elixir - 3200 16th st,3200 16th st,128238.0,3238.0,493667.0,3200 16th st,3200.0,16th,st,94103.0,735000.0,-122.42434904,37.76487873,"{'type': 'Point', 'coordinates': [-122.424349035, 37.764878735]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Mission,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,,,2010
1527,Looking Season 2 ep 204,2015,970 geary street,970 geary street,970 geary st,222312.0,2312.0,287778.0,970 geary st,970.0,geary,st,94109.0,6117000.0,-122.41920031,37.78622268,"{'type': 'Point', 'coordinates': [-122.419200308, 37.786222677]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Tenderloin,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1528,The Presidio,1988,montgomery & vallejo streets (telegraph hill),montgomery & vallejo streets (telegraph hill),1 montgomery st,74375.0,4375.0,281209.0,1 montgomery st,1.0,montgomery,st,94104.0,9297000.0,-122.4024186,37.78924955,"{'type': 'Point', 'coordinates': [-122.402418596, 37.789249549]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1980
1529,Red Widow,2013,vallejo street garage,vallejo street garage,338 a vallejo st,133929.0,3929.0,476012.0,338 a vallejo st,338.0,vallejo,st,94133.0,13084000.0,-122.40312317,37.79957788,"{'type': 'Point', 'coordinates': [-122.403123164, 37.799577886]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1530,Jack,1996,Empty,Empty,Empty,,,,,,,,,,,,,,,,nan,,,,,1990
1531,The Princess Diaries,2001,cliff house (1090 point lobos avenue),cliff house (1090 point lobos avenue),1090 point lobos ave,6073.0,1073.0,453145.0,1090 point lobos ave,1090.0,point lobos,ave,94121.0,10544000.0,-122.51396677,37.77858185,"{'type': 'Point', 'coordinates': [-122.513966766, 37.778581852]}",SUPERVISORIAL DISTRICT 1,1.0,ONE,Outer Richmond,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2000
1532,D.O.A,1950,market & steuart streets (financial district),market & steuart streets (financial district),740 a market st,201876.0,1876.0,446517.0,740 a market st,740.0,market,st,94108.0,8745201.0,-122.40437143,37.78743162,"{'type': 'Point', 'coordinates': [-122.404371429, 37.787431618]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1950
1533,D.O.A,1950,union square,union square,1 union st,74540.0,4540.0,453646.0,1 union st,1.0,union,st,94111.0,12832000.0,-122.40071984,37.80123672,"{'type': 'Point', 'coordinates': [-122.400719835, 37.801236724]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1950
1534,Chance Season 2,2017,waller st between masonic and del mar st,waller st between masonic and del mar st,70 a waller st,197468.0,2468.0,483148.0,70 a waller st,70.0,waller,st,94102.0,13359000.0,-122.42481927,37.77214807,"{'type': 'Point', 'coordinates': [-122.424819273, 37.772148075]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Hayes Valley,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1535,Nine Months,1995,alamo square,alamo square,Empty,,,,,,,,,,,,,,,,nan,,,,,1990
1536,Looking,2014,muni line n- judah,muni line n- judah,10 judah st,6613.0,1613.0,316388.0,10 judah st,10.0,judah,st,94122.0,7640000.0,-122.46219591,37.76249424,"{'type': 'Point', 'coordinates': [-122.462195912, 37.762494243]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,Inner Sunset,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1537,Harold and Maude,1971,golden gate park,golden gate park,35 golden gate ave,139814.0,4814.0,504218.0,35 golden gate ave,35.0,golden gate,ave,94102.0,6259000.0,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,1970
1538,Looking Season 2 ep 210,2015,bart station @ 16th street & mission streets,bart station @ 16th street & mission streets,3163 a mission st,127120.0,2120.0,479028.0,3163 a mission st,3163.0,mission,st,94110.0,9130000.0,-122.41903607,37.74640223,"{'type': 'Point', 'coordinates': [-122.419036068, 37.746402227]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Bernal Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1539,The Birds,1963,powell and geary streets (union square),powell and geary streets (union square),114 a powell st,10210.0,210.0,456677.0,114 a powell st,114.0,powell,st,94102.0,10676000.0,-122.4077859,37.78586498,"{'type': 'Point', 'coordinates': [-122.407785894, 37.785864978]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1960
1540,American Graffiti,1973,3355 geary blvd.,3355 geary blvd.,3355 geary blvd,133208.0,3208.0,294634.0,3355 geary blvd,3355.0,geary,blvd,94118.0,6052101.0,-122.45487982,37.78117143,"{'type': 'Point', 'coordinates': [-122.45487982, 37.781171431]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Lone Mountain/USF,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1970
1541,The Other Sister,1999,"st. peter & paul's church (666 filbert street, washington square)","st. peter & paul's church (666 filbert street, washington square)",1062 a washington st,4524.0,4524.0,454868.0,1062 a washington st,1062.0,washington,st,94108.0,13423000.0,-122.41070291,37.79487256,"{'type': 'Point', 'coordinates': [-122.410702905, 37.794872563]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1990
1542,What's Up Doc?,1972,san francisco hilton (333 o'farrell street),san francisco hilton (333 o'farrell street),1339 a francisco st,26559.0,1559.0,490930.0,1339 a francisco st,1339.0,francisco,st,94123.0,5772000.0,-122.42717935,37.80263754,"{'type': 'Point', 'coordinates': [-122.427179349, 37.802637538]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Marina,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1970
1543,The Dead Pool,1988,"nam yuen restaurant (740 washington street, chinatown)","nam yuen restaurant (740 washington street, chinatown)",1570 a washington st,46899.0,1899.0,421547.0,1570 a washington st,1570.0,washington,st,94109.0,13430000.0,-122.41909358,37.79372604,"{'type': 'Point', 'coordinates': [-122.419093577, 37.793726043]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Russian Hill,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,,1980
1544,Looking,2014,willy's barber shop,willy's barber shop,Empty,,,,,,,,,,,,,,,,nan,,,,,2010
1545,The Towering Inferno,1974,"bank of america building (555 california street, financial district)","bank of america building (555 california street, financial district)",1559 a california st,45796.0,796.0,455712.0,1559 a california st,1559.0,california,st,94109.0,3548000.0,-122.41992456,37.79036382,"{'type': 'Point', 'coordinates': [-122.419924554, 37.790363817]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1970
1546,Vegas in Space,1992,project artaud (florida street),project artaud (florida street),900 a florida st,217535.0,2535.0,462112.0,900 a florida st,900.0,florida,st,94110.0,5626000.0,-122.41073938,37.75731947,"{'type': 'Point', 'coordinates': [-122.410739375, 37.757319475]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Mission,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1990
