,title,release_year,locations,Input Name,Best Guess,index,eas_baseid,address,address_number,street_name,street_type,zip_code,cnn,longitude,latitude,point,supdist,supdistpad,numbertext,nhood,data_as_of,data_loaded_at,address_number_suffix,complete_landmark_name
1755,Flower Drum Song,1961,golden gate bridge,golden gate bridge,35 golden gate ave,4814.0,504218,35 golden gate ave,35,golden gate,ave,94102,6259000,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,
1756,Basic Instinct,1992,"steinhart aquarium (california academy of sciences, golden gate park)","steinhart aquarium (california academy of sciences, golden gate park)",1373 a california st,4893.0,424246,1373 a california st,1373,california,st,94109,3546000,-122.41679143,37.79074643,"{'type': 'Point', 'coordinates': [-122.416791433, 37.790746429]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,
1757,Chance- Season 1 ep108,2016,huntington park,huntington park,1 huntington dr,4266.0,419841,1 huntington dr,1,huntington,dr,94132,7098000,-122.49533526,37.7308734,"{'type': 'Point', 'coordinates': [-122.495335258, 37.730873401]}",SUPERVISORIAL DISTRICT 4,04,FOUR,Sunset/Parkside,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
1758,The Last Black Man in San Francisco,2019,california street hill btwn jones and larkin,california street hill btwn jones and larkin,2731 b california st,2858.0,489949,2731 b california st,2731,california,st,94115,3561000,-122.43986357,37.78797717,"{'type': 'Point', 'coordinates': [-122.439863571, 37.787977176]}",SUPERVISORIAL DISTRICT 2,02,TWO,Pacific Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,
1759,The Phone/Jexi,2019,broadway at taylor,broadway at taylor,107 taylor rd,551.0,486990,107 taylor rd,107,taylor,rd,94129,19738000,-122.45897443,37.80174664,"{'type': 'Point', 'coordinates': [-122.458974427, 37.801746638]}",SUPERVISORIAL DISTRICT 2,02,TWO,Presidio,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1760,Tales of the City,2019,macondray ln and taylor btwn union and green,macondray ln and taylor btwn union and green,19 a macondray ln,3688.0,277948,19 a macondray ln,19,macondray,ln,94133,8591000,-122.41445177,37.79919066,"{'type': 'Point', 'coordinates': [-122.414451768, 37.799190657]}",SUPERVISORIAL DISTRICT 3,03,THREE,Russian Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,A,
1761,Bullitt,1968,cesar chavez & mission street (mission),cesar chavez & mission street (mission),500 cesar chavez st,3611.0,469836,500 cesar chavez st,500,cesar chavez,st,94124,2465000,-122.38417456,37.75079513,"{'type': 'Point', 'coordinates': [-122.384174555, 37.750795132]}",SUPERVISORIAL DISTRICT 10,10,TEN,Bayview Hunters Point,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1762,Chance- Season 1 ep110,2016,ocean park motel,ocean park motel,15 ocean ave,3821.0,505475,15 ocean ave,15,ocean,ave,94112,9804000,-122.43653519,37.72363131,"{'type': 'Point', 'coordinates': [-122.436535189, 37.723631309]}",SUPERVISORIAL DISTRICT 11,11,ELEVEN,Outer Mission,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,
1763,Julie and Jack,2003,Empty,Empty,Empty,,,,,,,,,,,,,,,,,,,
1764,Star Trek IV: The Voyage Home,1986,500 block of pacific avenue (chinatown),500 block of pacific avenue (chinatown),500 pacific ave,3705.0,448450,500 pacific ave,500,pacific,ave,94133,10122000,-122.40406963,37.79750945,"{'type': 'Point', 'coordinates': [-122.404069626, 37.797509456]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1765,Shang-Chi and the Legend of the Ten Rings,2021,jones between pine and o'farrell,jones between pine and o'farrell,801 e jones st,3665.0,458707,801 e jones st,801,jones,st,94109,7575000,-122.41384071,37.788798,"{'type': 'Point', 'coordinates': [-122.413840712, 37.788798005]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,E,
1766,Pushing Dead,2016,"915 naples, san francisco","915 naples, san francisco",150 francisco st,1429.0,275978,150 francisco st,150,francisco,st,94133,5754001,-122.40764116,37.80569787,"{'type': 'Point', 'coordinates': [-122.407641162, 37.805697874]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1767,The Dead Pool,1988,clementina & sumner streets,clementina & sumner streets,19 clementina st,3756.0,365645,19 clementina st,19,clementina,st,94105,4194000,-122.39537787,37.78732787,"{'type': 'Point', 'coordinates': [-122.395377868, 37.787327866]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
1768,Goliath- Season 4,2021,"brocklebank apartments, 1000 mason st","brocklebank apartments, 1000 mason st",1000 mason st,101.0,280264,1000 mason st,1000,mason,st,94108,8813000,-122.41047027,37.79308723,"{'type': 'Point', 'coordinates': [-122.410470272, 37.793087231]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1769,A View to a Kill,1985,taylor and jefferson streets (fisherman's wharf),taylor and jefferson streets (fisherman's wharf),1433 a jefferson st,46.0,504953,1433 a jefferson st,1433,jefferson,st,94123,7461000,-122.4360898,37.80532906,"{'type': 'Point', 'coordinates': [-122.436089801, 37.805329063]}",SUPERVISORIAL DISTRICT 2,02,TWO,Marina,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,
1770,Etruscan Smile,2017,california street between sansome & davis,california street between sansome & davis,2863 d california st,2568.0,474254,2863 d california st,2863,california,st,94115,3562000,-122.44153603,37.78776359,"{'type': 'Point', 'coordinates': [-122.441536033, 37.787763593]}",SUPERVISORIAL DISTRICT 2,02,TWO,Pacific Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,D,
1771,Sense8 - Season 2,2016,spofford between washington and clay,spofford between washington and clay,401 washington blvd,65.0,486716,401 washington blvd,401,washington,blvd,94129,19908000,-122.46828983,37.79537202,"{'type': 'Point', 'coordinates': [-122.468289829, 37.795372023]}",SUPERVISORIAL DISTRICT 2,02,TWO,Presidio,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1772,Surface,2022,harrison street at 1st street,harrison street at 1st street,1309 a harrison st,3327.0,488459,1309 a harrison st,1309,harrison,st,94103,6734000,-122.41032585,37.77203194,"{'type': 'Point', 'coordinates': [-122.410325851, 37.772031942]}",SUPERVISORIAL DISTRICT 6,06,SIX,South of Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1773,Cardinal X,2015,1601 lane st.,1601 lane st.,1601 lane st,4157.0,376380,1601 lane st,1601,lane,st,94124,8090000,-122.38958113,37.73180471,"{'type': 'Point', 'coordinates': [-122.389581127, 37.731804706]}",SUPERVISORIAL DISTRICT 10,10,TEN,Bayview Hunters Point,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
1774,Shit and Champagne,2020,la ferrera terrace at kearny st,la ferrera terrace at kearny st,20 la ferrera ter,4794.0,276338,20 la ferrera ter,20,la ferrera,ter,94133,19965000,-122.40703495,37.80396791,"{'type': 'Point', 'coordinates': [-122.407034948, 37.803967911]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1775,Looking,2014,castro st. from market to 18th st.,castro st. from market to 18th st.,18 castro st,3606.0,341988,18 castro st,18,castro,st,94114,3783000,-122.43604685,37.76861204,"{'type': 'Point', 'coordinates': [-122.436046848, 37.768612044]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1776,Looking Season 2 ep 205,2015,534 hyde street,534 hyde street,534 hyde st,4531.0,281613,534 hyde st,534,hyde,st,94109,7120000,-122.41613073,37.78592997,"{'type': 'Point', 'coordinates': [-122.416130725, 37.785929974]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1777,"Looking ""Special""",2016,"orphan andy's, 3991 17th street","orphan andy's, 3991 17th street",3997 a 17th st,3857.0,461144,3997 a 17th st,3997,17th,st,94114,810000,-122.43494686,37.76227287,"{'type': 'Point', 'coordinates': [-122.434946856, 37.762272867]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1778,DEVS,2020,mission at 20th st,mission at 20th st,760 a mission st,4505.0,470008,760 a mission st,760,mission,st,94103,9095202,-122.40439104,37.78539565,"{'type': 'Point', 'coordinates': [-122.404391042, 37.785395654]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1779,Innerspace,1987,telegraph hill,telegraph hill,1 telegraph hill blvd,4524.0,483642,1 telegraph hill blvd,1,telegraph hill,blvd,94133,12479001,-122.40588443,37.80231192,"{'type': 'Point', 'coordinates': [-122.405884426, 37.802311917]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1780,So I Married an Axe Murderer,1993,"aladdin terrace (off of taylor street, between filbert and union)","aladdin terrace (off of taylor street, between filbert and union)",222 a filbert st,2208.0,471935,222 a filbert st,222,filbert,st,94133,5491001,-122.40373698,37.80220276,"{'type': 'Point', 'coordinates': [-122.403736981, 37.802202764]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1781,The Phone/Jexi,2019,sodini restaurant - 510 green st,sodini restaurant - 510 green st,510 green st,421.0,277784,510 green st,510,green,st,94133,6451000,-122.40765049,37.79984725,"{'type': 'Point', 'coordinates': [-122.407650493, 37.799847254]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1782,Quitters,2015,clement st. from 5th and 7th ave.,clement st. from 5th and 7th ave.,512 a clement st,657.0,422132,512 a clement st,512,clement,st,94118,4155000,-122.46479718,37.78319351,"{'type': 'Point', 'coordinates': [-122.464797178, 37.783193512]}",SUPERVISORIAL DISTRICT 1,01,ONE,Inner Richmond,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,
1783,The OA Part II,2019,1001 vallejo st,1001 vallejo st,1001 vallejo st,232.0,278636,1001 vallejo st,1001,vallejo,st,94133,13099002,-122.41394548,37.79768471,"{'type': 'Point', 'coordinates': [-122.413945476, 37.797684714]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1784,Bitter Melon,2018,600 niagara ave,600 niagara ave,600 niagara ave,4087.0,410237,600 niagara ave,600,niagara,ave,94112,9596000,-122.44930906,37.72036344,"{'type': 'Point', 'coordinates': [-122.449309059, 37.720363443]}",SUPERVISORIAL DISTRICT 11,11,ELEVEN,Oceanview/Merced/Ingleside,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
1785,Ant-Man and the Wasp: Quantumania,2023,601 buena vista west,601 buena vista west,601 buena vista ave west,4194.0,341793,601 buena vista ave west,601,buena vista,ave,94117,3368000,-122.44392394,37.76693472,"{'type': 'Point', 'coordinates': [-122.443923939, 37.766934719]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Haight Ashbury,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1786,So I Married an Axe Murderer,1993,edinburgh castle (950 geary street),edinburgh castle (950 geary street),50 edinburgh st,4960.0,387782,50 edinburgh st,50,edinburgh,st,94112,5085000,-122.42716398,37.72808846,"{'type': 'Point', 'coordinates': [-122.427163977, 37.728088463]}",SUPERVISORIAL DISTRICT 11,11,ELEVEN,Excelsior,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
1787,Tales of the City,2019,lyon and broadway,lyon and broadway,490 a broadway,2366.0,471665,490 a broadway,490,broadway,,94133,3150000,-122.40518929,37.7981844,"{'type': 'Point', 'coordinates': [-122.405189292, 37.798184401]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1788,My Big Fat Chinese Christmas,2022,pier 7 san francisco,pier 7 san francisco,175 francisco st,496.0,276302,175 francisco st,175,francisco,st,94133,5754001,-122.40800684,37.80508889,"{'type': 'Point', 'coordinates': [-122.408006843, 37.80508889]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1789,High Anxiety,1977,hyatt regency hotel (5 embarcadero center),hyatt regency hotel (5 embarcadero center),5 the embarcadero,3917.0,464266,5 the embarcadero,5,embarcadero,,94111,12553103,-122.39581105,37.79433102,"{'type': 'Point', 'coordinates': [-122.395811054, 37.794331018]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1790,Chu Chu and the Philly Flash,1981,transbay terminal (mission street at 1st street),transbay terminal (mission street at 1st street),1021 a mission st,1877.0,490883,1021 a mission st,1021,mission,st,94103,9100000,-122.40890763,37.78033662,"{'type': 'Point', 'coordinates': [-122.408907625, 37.780336617]}",SUPERVISORIAL DISTRICT 6,06,SIX,South of Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1791,Sense8 - Season 2,2016,"westerfeld house, 1198 fulton st.","westerfeld house, 1198 fulton st.",1198 fulton st,3080.0,288320,1198 fulton st,1198,fulton,st,94117,5889000,-122.43636905,37.77732342,"{'type': 'Point', 'coordinates': [-122.436369046, 37.777323423]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Western Addition,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1792,Shang-Chi and the Legend of the Ten Rings,2021,stockton and bush,stockton and bush,1 stockton st,4506.0,281741,1 stockton st,1,stockton,st,94108,12194000,-122.40652859,37.78585156,"{'type': 'Point', 'coordinates': [-122.406528586, 37.785851564]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1793,The Enforcer,1976,"lefty o' doul drawbridge/ 3rd street bridge (3rd street, china basin)","lefty o' doul drawbridge/ 3rd street bridge (3rd street, china basin)",325 china basin st,36.0,469793,325 china basin st,325,china basin,st,94158,15024000,-122.38743966,37.77203182,"{'type': 'Point', 'coordinates': [-122.387439662, 37.772031819]}",SUPERVISORIAL DISTRICT 6,06,SIX,Mission Bay,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1794,Nash Bridges,2021,pontiac alley at jackson,pontiac alley at jackson,531 a jackson st,4038.0,446850,531 a jackson st,531,jackson,st,94111,7368000,-122.4044974,37.79612833,"{'type': 'Point', 'coordinates': [-122.404497399, 37.796128326]}",SUPERVISORIAL DISTRICT 3,03,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1795,Herbie Rides Again,1974,sheraton palace hotel (639 market street),sheraton palace hotel (639 market street),1639 market st,2008.0,500201,1639 market st,1639,market,st,94103,8757101,-122.42089809,37.77363133,"{'type': 'Point', 'coordinates': [-122.420898091, 37.773631329]}",SUPERVISORIAL DISTRICT 6,06,SIX,Mission,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,,
1796,Harold and Maude,1971,conservatory of flowers (golden gate park),conservatory of flowers (golden gate park),1521 a golden gate ave,2684.0,472327,1521 a golden gate ave,1521,golden gate,ave,94115,6273000,-122.43627646,37.77885411,"{'type': 'Point', 'coordinates': [-122.436276464, 37.778854112]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Western Addition,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1797,Americana,2015,the san francisco school (300 gavin st.),the san francisco school (300 gavin st.),300 francisco st,2156.0,276008,300 francisco st,300,francisco,st,94133,5759000,-122.41031639,37.8052382,"{'type': 'Point', 'coordinates': [-122.410316388, 37.805238197]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1798,Etruscan Smile,2017,"benu restaurant, 22 hawthorne street","benu restaurant, 22 hawthorne street",22 hawthorne st,1203.0,455813,22 hawthorne st,22,hawthorne,st,94105,6809000,-122.3992144,37.78543612,"{'type': 'Point', 'coordinates': [-122.399214397, 37.785436119]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1799,Looking,2014,orphan andy's,orphan andy's,Empty,,,,,,,,,,,,,,,,,,,
1800,San Andreas,2015,clay st. at taylor,clay st. at taylor,1818 a taylor st,3981.0,447976,1818 a taylor st,1818,taylor,st,94133,12452000,-122.41376488,37.79925255,"{'type': 'Point', 'coordinates': [-122.413764875, 37.799252548]}",SUPERVISORIAL DISTRICT 3,03,THREE,Russian Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1801,Looking,2014,casa lucas market at 2934 24th st,casa lucas market at 2934 24th st,2213 a market st,1350.0,471581,2213 a market st,2213,market,st,94114,8766101,-122.43140943,37.76508439,"{'type': 'Point', 'coordinates': [-122.431409431, 37.76508439]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1802,Summertime,2015,montgomery between california and pine,montgomery between california and pine,2731 b california st,2858.0,489949,2731 b california st,2731,california,st,94115,3561000,-122.43986357,37.78797717,"{'type': 'Point', 'coordinates': [-122.439863571, 37.787977176]}",SUPERVISORIAL DISTRICT 2,02,TWO,Pacific Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,
1803,The Last Black Man in San Francisco,2019,nevada st btwn cortland and jarboe ave,nevada st btwn cortland and jarboe ave,906 b cortland ave,2921.0,493206,906 b cortland ave,906,cortland,ave,94110,4430000,-122.41364566,37.73885628,"{'type': 'Point', 'coordinates': [-122.413645664, 37.738856286]}",SUPERVISORIAL DISTRICT 9,09,NINE,Bernal Heights,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,B,
1804,Etruscan Smile,2017,"marriott marquis, 780 mission street","marriott marquis, 780 mission street",760 a mission st,4505.0,470008,760 a mission st,760,mission,st,94103,9095202,-122.40439104,37.78539565,"{'type': 'Point', 'coordinates': [-122.404391042, 37.785395654]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1805,Shang-Chi and the Legend of the Ten Rings,2021,"caifornia, mason, powell, joice st and stockton","caifornia, mason, powell, joice st and stockton",1723 a stockton st,2834.0,505367,1723 a stockton st,1723,stockton,st,94133,12215000,-122.40986036,37.80168975,"{'type': 'Point', 'coordinates': [-122.409860357, 37.801689755]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,
1806,Chance- Season 1 ep107,2016,1461 page st.,1461 page st.,1461 page st,2781.0,297957,1461 page st,1461,page,st,94117,10183000,-122.44479791,37.77094946,"{'type': 'Point', 'coordinates': [-122.444797913, 37.770949461]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Haight Ashbury,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1807,"Smile Again, Jenny Lee",2015,475 diamond st.,475 diamond st.,475 diamond st,337.0,473453,475 diamond st,475,diamond,st,94114,4741000,-122.43629566,37.7548714,"{'type': 'Point', 'coordinates': [-122.436295664, 37.754871404]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Noe Valley,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1808,Etruscan Smile,2017,343 union street,343 union street,343 union st,725.0,437699,343 union st,343,union,st,94133,12837000,-122.40510277,37.80077524,"{'type': 'Point', 'coordinates': [-122.40510277, 37.80077524]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1809,Pretty Woman,1990,Empty,Empty,Empty,,,,,,,,,,,,,,,,,,,
1810,Attack of the Killer Tomatoes,1978,hyde street cable car,hyde street cable car,1140 a hyde st,4725.0,458550,1140 a hyde st,1140,hyde,st,94109,7126000,-122.4172477,37.79162703,"{'type': 'Point', 'coordinates': [-122.417247696, 37.791627031]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1811,Class Action,1991,city hall,city hall,Empty,,,,,,,,,,,,,,,,,,,
1812,When a Man Loves a Woman,1994,cybelle's pizza (1000 bush street),cybelle's pizza (1000 bush street),1000 bush st,42.0,491533,1000 bush st,1000,bush,st,94109,3440000,-122.41400989,37.78973876,"{'type': 'Point', 'coordinates': [-122.414009889, 37.789738759]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1813,GirlBoss,2017,grant between california and washington,grant between california and washington,2731 b california st,2858.0,489949,2731 b california st,2731,california,st,94115,3561000,-122.43986357,37.78797717,"{'type': 'Point', 'coordinates': [-122.439863571, 37.787977176]}",SUPERVISORIAL DISTRICT 2,02,TWO,Pacific Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,
1814,Foul Play,1978,laguna & sacramento streets (pacific heights),laguna & sacramento streets (pacific heights),1359 a sacramento st,3398.0,446858,1359 a sacramento st,1359,sacramento,st,94109,11242000,-122.41525105,37.79205318,"{'type': 'Point', 'coordinates': [-122.415251054, 37.792053184]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1815,Magnum Force,1973,"pacific heights towers (2200 sacramento street, pacific heights)","pacific heights towers (2200 sacramento street, pacific heights)",2200 sacramento st,633.0,286499,2200 sacramento st,2200,sacramento,st,94115,11253000,-122.42949843,37.7906814,"{'type': 'Point', 'coordinates': [-122.429498426, 37.790681404]}",SUPERVISORIAL DISTRICT 2,02,TWO,Pacific Heights,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1816,Chance - Season 1 Pilot,2016,"william stout architectural books, 804 montgomery st.","william stout architectural books, 804 montgomery st.",845 a montgomery st,3033.0,473820,845 a montgomery st,845,montgomery,st,94133,9308000,-122.40390055,37.79691392,"{'type': 'Point', 'coordinates': [-122.403900552, 37.796913923]}",SUPERVISORIAL DISTRICT 3,03,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1817,Sister Act 2: Back in the Habit,1993,"carnelian room, bank of america building (555 california street, 53rd floor)","carnelian room, bank of america building (555 california street, 53rd floor)",4355 a california st,2584.0,470158,4355 a california st,4355,california,st,94118,3581000,-122.46436358,37.78456893,"{'type': 'Point', 'coordinates': [-122.464363582, 37.784568936]}",SUPERVISORIAL DISTRICT 1,01,ONE,Inner Richmond,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1818,Women is Losers,2020,capp st at 25th st,capp st at 25th st,25 capp st,1656.0,359281,25 capp st,25,capp,st,94103,3671000,-122.41838283,37.76632829,"{'type': 'Point', 'coordinates': [-122.418382827, 37.766328294]}",SUPERVISORIAL DISTRICT 9,09,NINE,Mission,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
1819,Sense8,2015,irving st. at 9th ave.,irving st. at 9th ave.,450 a irving st,828.0,470749,450 a irving st,450,irving,st,94122,7282000,-122.46282806,37.76435145,"{'type': 'Point', 'coordinates': [-122.462828064, 37.764351454]}",SUPERVISORIAL DISTRICT 7,07,SEVEN,Inner Sunset,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1820,Doctor Dolittle,1998,telegraph hill blvd (telegraph hill),telegraph hill blvd (telegraph hill),1 telegraph hill blvd,4524.0,483642,1 telegraph hill blvd,1,telegraph hill,blvd,94133,12479001,-122.40588443,37.80231192,"{'type': 'Point', 'coordinates': [-122.405884426, 37.802311917]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1821,Looking,2014,1890 clay st.,1890 clay st.,1890 clay st,3303.0,286370,1890 clay st,1890,clay,st,94109,4107000,-122.42402444,37.79218947,"{'type': 'Point', 'coordinates': [-122.424024434, 37.792189466]}",SUPERVISORIAL DISTRICT 2,02,TWO,Pacific Heights,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1822,Shang-Chi and the Legend of the Ten Rings,2021,"fairmont hotel, 950 mason","fairmont hotel, 950 mason",950 mason st,1075.0,280508,950 mason st,950,mason,st,94108,8812000,-122.41067191,37.79217524,"{'type': 'Point', 'coordinates': [-122.410671906, 37.792175242]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1823,Chance- Season 1 ep104,2016,bush and sansome st.,bush and sansome st.,1 sansome st,4467.0,281190,1 sansome st,1,sansome,st,94104,11542000,-122.40094044,37.79048516,"{'type': 'Point', 'coordinates': [-122.400940441, 37.790485159]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1824,Big Eyes,2014,harry's bar on fillmore,harry's bar on fillmore,105 a fillmore st,4260.0,492494,105 a fillmore st,105,fillmore,st,94117,5530000,-122.43037113,37.77040075,"{'type': 'Point', 'coordinates': [-122.430371127, 37.770400752]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Hayes Valley,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,A,
1825,Tales of the City,2019,valencia btwn 16th and 17th st,valencia btwn 16th and 17th st,1138 a valencia st,4549.0,491440,1138 a valencia st,1138,valencia,st,94110,13071000,-122.42119958,37.75468492,"{'type': 'Point', 'coordinates': [-122.421199576, 37.754684916]}",SUPERVISORIAL DISTRICT 9,09,NINE,Mission,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1826,The Diary of a Teenage Girl,2015,the royal oak,the royal oak,20 royal ln,4938.0,399661,20 royal ln,20,royal,ln,94112,11181000,-122.43803982,37.71301892,"{'type': 'Point', 'coordinates': [-122.438039823, 37.713018917]}",SUPERVISORIAL DISTRICT 11,11,ELEVEN,Excelsior,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
1827,The Last of the Gladiators,1988,Empty,Empty,Empty,,,,,,,,,,,,,,,,,,,
1828,The House on Telegraph Hill,1951,1227 montgomery street,1227 montgomery street,1227 montgomery st,1178.0,277673,1227 montgomery st,1227,montgomery,st,94133,9313000,-122.40453683,37.80043596,"{'type': 'Point', 'coordinates': [-122.404536829, 37.800435958]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1829,Sonic the Hedgehog,2020,areas around transamerica building,areas around transamerica building,Empty,,,,,,,,,,,,,,,,,,,
1830,Family Plot,1976,grace cathedral episcopal church (1100 california street),grace cathedral episcopal church (1100 california street),1100 california st,1858.0,458811,1100 california st,1100,california,st,94108,3543000,-122.41338323,37.79200776,"{'type': 'Point', 'coordinates': [-122.413383231, 37.792007757]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
